"d_id","age","capacity","model","fail"
5538,20,"600GB","Fujitsu",FALSE
5539,11,"300GB","Hitachi",FALSE
5540,18,"600GB","Seagate",FALSE
5541,10,"600GB","Toshiba",FALSE
5542,12,"300GB","Seagate",FALSE
5543,19,"1TB","Hitachi",FALSE
5544,15,"300GB","Hitachi",FALSE
5545,18,"600GB","Fujitsu",FALSE
5546,22,"1TB","Fujitsu",FALSE
5547,27,"1TB","Hitachi",FALSE
5548,10,"300GB","Toshiba",FALSE
5549,15,"300GB","Hitachi",FALSE
5550,19,"1TB","Fujitsu",FALSE
5551,15,"1TB","Toshiba",FALSE
5552,19,"1TB","Toshiba",FALSE
5553,16,"300GB","Fujitsu",FALSE
5554,16,"600GB","Hitachi",FALSE
5555,18,"600GB","Toshiba",FALSE
5556,17,"600GB","Toshiba",FALSE
5557,13,"1TB","Fujitsu",FALSE
5558,15,"1TB","Toshiba",FALSE
5559,17,"300GB","Hitachi",FALSE
5560,11,"300GB","Toshiba",FALSE
5561,17,"300GB","Fujitsu",FALSE
5562,22,"300GB","Seagate",FALSE
5563,24,"300GB","Seagate",FALSE
5564,23,"600GB","Toshiba",FALSE
5565,17,"300GB","Hitachi",FALSE
5566,16,"1TB","Toshiba",FALSE
5567,14,"1TB","Toshiba",FALSE
5568,14,"1TB","Hitachi",FALSE
5569,14,"1TB","Toshiba",FALSE
5570,22,"600GB","Fujitsu",FALSE
5571,12,"300GB","Seagate",FALSE
5572,20,"1TB","Fujitsu",FALSE
5573,16,"300GB","Hitachi",FALSE
5574,15,"600GB","Seagate",FALSE
5575,15,"300GB","Hitachi",FALSE
5576,13,"300GB","Toshiba",FALSE
5577,12,"300GB","Seagate",FALSE
5578,9,"1TB","Hitachi",FALSE
5579,17,"1TB","Seagate",FALSE
5580,12,"1TB","Toshiba",FALSE
5581,15,"300GB","Fujitsu",FALSE
5582,12,"1TB","Toshiba",FALSE
5583,13,"1TB","Fujitsu",FALSE
5584,15,"300GB","Hitachi",FALSE
5585,13,"300GB","Seagate",FALSE
5586,11,"1TB","Toshiba",FALSE
5587,14,"1TB","Seagate",FALSE
5588,13,"1TB","Hitachi",FALSE
5589,18,"300GB","Hitachi",FALSE
5590,16,"300GB","Fujitsu",FALSE
5591,13,"300GB","Toshiba",FALSE
5592,12,"600GB","Fujitsu",FALSE
5593,17,"300GB","Fujitsu",FALSE
5594,17,"300GB","Fujitsu",FALSE
5595,12,"1TB","Hitachi",FALSE
5596,16,"1TB","Toshiba",FALSE
5597,8,"300GB","Seagate",FALSE
5598,17,"600GB","Fujitsu",FALSE
5599,12,"1TB","Hitachi",FALSE
5600,14,"600GB","Hitachi",FALSE
5601,22,"600GB","Toshiba",FALSE
5602,7,"1TB","Hitachi",FALSE
5603,20,"1TB","Hitachi",FALSE
5604,15,"600GB","Toshiba",FALSE
5605,16,"300GB","Toshiba",FALSE
5606,13,"1TB","Toshiba",FALSE
5607,17,"600GB","Toshiba",FALSE
5608,19,"300GB","Seagate",FALSE
5609,15,"1TB","Toshiba",FALSE
5610,27,"600GB","Hitachi",FALSE
5611,22,"600GB","Toshiba",FALSE
5612,21,"1TB","Fujitsu",FALSE
5613,18,"600GB","Hitachi",FALSE
5614,14,"1TB","Toshiba",FALSE
5615,20,"1TB","Toshiba",FALSE
5616,17,"600GB","Hitachi",FALSE
5617,23,"600GB","Toshiba",FALSE
5618,8,"300GB","Fujitsu",FALSE
5619,15,"300GB","Seagate",FALSE
5620,14,"300GB","Hitachi",FALSE
5621,24,"600GB","Hitachi",FALSE
5622,11,"600GB","Hitachi",FALSE
5623,21,"1TB","Toshiba",FALSE
5624,15,"600GB","Hitachi",FALSE
5625,14,"600GB","Hitachi",FALSE
5626,12,"600GB","Toshiba",FALSE
5627,15,"600GB","Fujitsu",FALSE
5628,16,"600GB","Toshiba",FALSE
5629,15,"1TB","Hitachi",FALSE
5630,11,"1TB","Hitachi",FALSE
5631,14,"300GB","Hitachi",FALSE
5632,19,"600GB","Toshiba",FALSE
5633,16,"1TB","Fujitsu",FALSE
5634,13,"300GB","Hitachi",FALSE
5635,18,"1TB","Hitachi",FALSE
5636,19,"1TB","Fujitsu",FALSE
5637,7,"1TB","Toshiba",FALSE
5638,12,"600GB","Hitachi",FALSE
5639,16,"1TB","Toshiba",FALSE
5640,20,"600GB","Hitachi",FALSE
5641,13,"1TB","Hitachi",FALSE
5642,12,"300GB","Toshiba",FALSE
5643,22,"600GB","Toshiba",FALSE
5644,7,"1TB","Seagate",FALSE
5645,14,"300GB","Hitachi",FALSE
5646,13,"600GB","Toshiba",FALSE
5647,14,"1TB","Fujitsu",FALSE
5648,25,"1TB","Seagate",FALSE
5649,13,"300GB","Toshiba",FALSE
5650,23,"600GB","Toshiba",FALSE
5651,16,"1TB","Hitachi",FALSE
5652,15,"600GB","Toshiba",FALSE
5653,11,"1TB","Toshiba",FALSE
5654,12,"600GB","Hitachi",FALSE
5655,26,"1TB","Fujitsu",FALSE
5656,17,"300GB","Fujitsu",FALSE
5657,14,"300GB","Hitachi",FALSE
5658,17,"600GB","Toshiba",FALSE
5659,18,"300GB","Seagate",FALSE
5660,18,"1TB","Toshiba",FALSE
5661,11,"600GB","Fujitsu",FALSE
5662,16,"300GB","Fujitsu",FALSE
5663,13,"1TB","Hitachi",FALSE
5664,26,"300GB","Toshiba",FALSE
5665,14,"300GB","Fujitsu",FALSE
5666,13,"300GB","Fujitsu",FALSE
5667,11,"300GB","Fujitsu",FALSE
5668,24,"300GB","Fujitsu",FALSE
5669,16,"300GB","Toshiba",FALSE
5670,22,"600GB","Hitachi",FALSE
5671,21,"600GB","Fujitsu",FALSE
5672,15,"1TB","Toshiba",FALSE
5673,15,"300GB","Hitachi",FALSE
5674,16,"600GB","Hitachi",FALSE
5675,21,"300GB","Toshiba",FALSE
5676,16,"1TB","Hitachi",FALSE
5677,16,"600GB","Seagate",FALSE
5678,14,"1TB","Hitachi",FALSE
5679,19,"600GB","Seagate",FALSE
5680,13,"300GB","Hitachi",FALSE
5681,9,"300GB","Hitachi",FALSE
5682,23,"300GB","Hitachi",FALSE
5683,10,"600GB","Seagate",FALSE
5684,11,"1TB","Hitachi",FALSE
5685,15,"300GB","Seagate",FALSE
5686,20,"600GB","Toshiba",FALSE
5687,10,"600GB","Hitachi",FALSE
5688,8,"300GB","Toshiba",FALSE
5689,15,"1TB","Seagate",FALSE
5690,17,"600GB","Hitachi",FALSE
5691,15,"1TB","Hitachi",FALSE
5692,16,"1TB","Fujitsu",FALSE
5693,17,"600GB","Hitachi",FALSE
5694,14,"600GB","Toshiba",FALSE
5695,17,"600GB","Fujitsu",FALSE
5696,14,"300GB","Seagate",FALSE
5697,18,"1TB","Toshiba",FALSE
5698,16,"1TB","Hitachi",FALSE
5699,14,"300GB","Toshiba",FALSE
5700,19,"300GB","Hitachi",FALSE
5701,16,"1TB","Toshiba",FALSE
5702,17,"600GB","Toshiba",FALSE
5703,10,"1TB","Toshiba",FALSE
5704,20,"600GB","Seagate",FALSE
5705,16,"600GB","Fujitsu",FALSE
5706,17,"300GB","Fujitsu",FALSE
5707,18,"300GB","Toshiba",FALSE
5708,11,"600GB","Toshiba",FALSE
5709,14,"1TB","Hitachi",FALSE
5710,13,"600GB","Hitachi",FALSE
5711,16,"600GB","Fujitsu",FALSE
5712,11,"600GB","Toshiba",FALSE
5713,28,"300GB","Fujitsu",FALSE
5714,18,"600GB","Fujitsu",FALSE
5715,23,"300GB","Seagate",FALSE
5716,19,"1TB","Seagate",FALSE
5717,18,"1TB","Toshiba",FALSE
5718,17,"600GB","Hitachi",FALSE
5719,19,"300GB","Fujitsu",FALSE
5720,15,"600GB","Seagate",FALSE
5721,14,"300GB","Fujitsu",FALSE
5722,17,"300GB","Hitachi",FALSE
5723,16,"300GB","Fujitsu",FALSE
5724,16,"300GB","Fujitsu",FALSE
5725,20,"1TB","Seagate",FALSE
5726,14,"1TB","Fujitsu",FALSE
5727,17,"600GB","Hitachi",FALSE
5728,16,"1TB","Seagate",FALSE
5729,13,"300GB","Seagate",FALSE
5730,19,"300GB","Seagate",FALSE
5731,16,"1TB","Seagate",FALSE
5732,12,"1TB","Toshiba",FALSE
5733,18,"1TB","Seagate",FALSE
5734,16,"600GB","Toshiba",FALSE
5735,9,"1TB","Toshiba",FALSE
5736,18,"600GB","Toshiba",FALSE
5737,11,"300GB","Toshiba",FALSE
5738,6,"300GB","Hitachi",FALSE
5739,17,"600GB","Fujitsu",FALSE
5740,12,"600GB","Toshiba",FALSE
5741,18,"300GB","Hitachi",FALSE
5742,17,"300GB","Seagate",FALSE
5743,16,"600GB","Seagate",FALSE
5744,15,"300GB","Toshiba",FALSE
5745,15,"1TB","Fujitsu",FALSE
5746,12,"1TB","Toshiba",FALSE
5747,17,"600GB","Hitachi",FALSE
5748,8,"300GB","Seagate",FALSE
5749,17,"600GB","Fujitsu",FALSE
5750,19,"600GB","Fujitsu",FALSE
5751,13,"300GB","Toshiba",FALSE
5752,20,"600GB","Seagate",FALSE
5753,16,"300GB","Hitachi",FALSE
5754,20,"1TB","Seagate",FALSE
5755,17,"300GB","Toshiba",FALSE
5756,23,"600GB","Hitachi",FALSE
5757,15,"1TB","Seagate",FALSE
5758,21,"1TB","Toshiba",FALSE
5759,13,"1TB","Fujitsu",FALSE
5760,18,"1TB","Fujitsu",FALSE
5761,22,"1TB","Toshiba",FALSE
5762,18,"300GB","Hitachi",FALSE
5763,11,"1TB","Fujitsu",FALSE
5764,17,"1TB","Toshiba",FALSE
5765,22,"300GB","Hitachi",FALSE
5766,19,"600GB","Fujitsu",FALSE
5767,14,"300GB","Hitachi",FALSE
5768,10,"300GB","Toshiba",FALSE
5769,17,"1TB","Seagate",FALSE
5770,15,"600GB","Toshiba",FALSE
5771,23,"1TB","Seagate",FALSE
5772,17,"600GB","Hitachi",FALSE
5773,16,"600GB","Seagate",FALSE
5774,19,"1TB","Seagate",FALSE
5775,15,"300GB","Fujitsu",FALSE
5776,15,"300GB","Hitachi",FALSE
5777,13,"1TB","Hitachi",FALSE
5778,10,"600GB","Seagate",FALSE
5779,19,"600GB","Fujitsu",FALSE
5780,14,"600GB","Hitachi",FALSE
5781,18,"600GB","Seagate",FALSE
5782,20,"1TB","Hitachi",FALSE
5783,14,"300GB","Hitachi",FALSE
5784,15,"300GB","Seagate",FALSE
5785,20,"600GB","Fujitsu",FALSE
5786,13,"1TB","Seagate",FALSE
5787,15,"300GB","Seagate",FALSE
5788,16,"300GB","Toshiba",FALSE
5789,16,"300GB","Hitachi",FALSE
5790,17,"300GB","Hitachi",FALSE
5791,22,"300GB","Toshiba",FALSE
5792,5,"1TB","Fujitsu",FALSE
5793,17,"600GB","Seagate",FALSE
5794,19,"300GB","Toshiba",FALSE
5795,12,"1TB","Hitachi",FALSE
5796,15,"1TB","Toshiba",FALSE
5797,22,"600GB","Hitachi",FALSE
5798,11,"300GB","Toshiba",FALSE
5799,14,"1TB","Hitachi",FALSE
5800,20,"1TB","Hitachi",FALSE
5801,14,"600GB","Seagate",FALSE
5802,17,"300GB","Hitachi",FALSE
5803,16,"600GB","Hitachi",FALSE
5804,11,"600GB","Fujitsu",FALSE
5805,16,"1TB","Seagate",FALSE
5806,21,"1TB","Toshiba",FALSE
5807,19,"300GB","Toshiba",FALSE
5808,21,"300GB","Fujitsu",FALSE
5809,24,"300GB","Fujitsu",FALSE
5810,17,"1TB","Toshiba",FALSE
5811,21,"1TB","Seagate",FALSE
5812,20,"600GB","Hitachi",FALSE
5813,22,"1TB","Toshiba",FALSE
5814,12,"600GB","Fujitsu",FALSE
5815,15,"300GB","Hitachi",FALSE
5816,8,"1TB","Seagate",FALSE
5817,18,"1TB","Toshiba",FALSE
5818,11,"300GB","Seagate",FALSE
5819,15,"1TB","Hitachi",FALSE
5820,17,"600GB","Seagate",FALSE
5821,12,"300GB","Hitachi",FALSE
5822,18,"600GB","Toshiba",FALSE
5823,18,"600GB","Seagate",FALSE
5824,12,"1TB","Toshiba",FALSE
5825,18,"1TB","Toshiba",FALSE
5826,20,"1TB","Hitachi",FALSE
5827,21,"1TB","Seagate",FALSE
5828,24,"1TB","Seagate",FALSE
5829,11,"300GB","Toshiba",FALSE
5830,24,"300GB","Seagate",FALSE
5831,15,"1TB","Toshiba",FALSE
5832,12,"300GB","Seagate",FALSE
5833,14,"1TB","Hitachi",FALSE
5834,13,"1TB","Fujitsu",FALSE
5835,12,"600GB","Seagate",FALSE
5836,14,"600GB","Seagate",FALSE
5837,18,"300GB","Seagate",FALSE
5838,18,"1TB","Toshiba",FALSE
5839,15,"300GB","Seagate",FALSE
5840,16,"300GB","Seagate",FALSE
5841,18,"300GB","Fujitsu",FALSE
5842,28,"1TB","Toshiba",FALSE
5843,14,"300GB","Seagate",FALSE
5844,8,"300GB","Toshiba",FALSE
5845,18,"1TB","Toshiba",FALSE
5846,12,"600GB","Seagate",FALSE
5847,21,"300GB","Hitachi",FALSE
5848,17,"600GB","Hitachi",FALSE
5849,16,"1TB","Hitachi",FALSE
5850,16,"1TB","Toshiba",FALSE
5851,18,"1TB","Seagate",FALSE
5852,15,"300GB","Toshiba",FALSE
5853,22,"600GB","Fujitsu",FALSE
5854,16,"1TB","Toshiba",FALSE
5855,14,"1TB","Hitachi",FALSE
5856,15,"300GB","Toshiba",FALSE
5857,15,"300GB","Fujitsu",FALSE
5858,13,"1TB","Hitachi",FALSE
5859,18,"1TB","Hitachi",FALSE
5860,9,"600GB","Toshiba",FALSE
5861,14,"600GB","Seagate",FALSE
5862,13,"600GB","Seagate",FALSE
5863,14,"600GB","Toshiba",FALSE
5864,15,"300GB","Seagate",FALSE
5865,22,"600GB","Seagate",FALSE
5866,18,"300GB","Seagate",FALSE
5867,8,"600GB","Seagate",FALSE
5868,15,"300GB","Seagate",FALSE
5869,15,"300GB","Fujitsu",FALSE
5870,22,"1TB","Fujitsu",FALSE
5871,15,"300GB","Seagate",FALSE
5872,19,"600GB","Toshiba",FALSE
5873,11,"300GB","Seagate",FALSE
5874,12,"1TB","Hitachi",FALSE
5875,14,"1TB","Hitachi",FALSE
5876,8,"1TB","Fujitsu",FALSE
5877,15,"600GB","Toshiba",FALSE
5878,24,"1TB","Hitachi",FALSE
5879,24,"300GB","Fujitsu",FALSE
5880,20,"1TB","Hitachi",FALSE
5881,21,"1TB","Toshiba",FALSE
5882,16,"1TB","Hitachi",FALSE
5883,17,"300GB","Toshiba",FALSE
5884,12,"600GB","Seagate",FALSE
5885,19,"1TB","Hitachi",FALSE
5886,12,"1TB","Toshiba",FALSE
5887,14,"600GB","Seagate",FALSE
5888,18,"1TB","Seagate",FALSE
5889,14,"1TB","Toshiba",FALSE
5890,17,"600GB","Seagate",FALSE
5891,17,"1TB","Hitachi",FALSE
5892,13,"300GB","Toshiba",FALSE
5893,13,"1TB","Toshiba",FALSE
5894,14,"1TB","Hitachi",FALSE
5895,16,"300GB","Hitachi",FALSE
5896,12,"1TB","Hitachi",FALSE
5897,15,"600GB","Toshiba",FALSE
5898,14,"600GB","Toshiba",FALSE
5899,14,"1TB","Hitachi",FALSE
5900,13,"600GB","Toshiba",FALSE
5901,12,"600GB","Hitachi",FALSE
5902,20,"1TB","Fujitsu",FALSE
5903,18,"1TB","Hitachi",FALSE
5904,15,"1TB","Hitachi",FALSE
5905,17,"600GB","Seagate",FALSE
5906,14,"600GB","Hitachi",FALSE
5907,10,"1TB","Seagate",FALSE
5908,10,"300GB","Fujitsu",FALSE
5909,14,"600GB","Toshiba",FALSE
5910,11,"1TB","Hitachi",FALSE
5911,19,"600GB","Seagate",FALSE
5912,19,"300GB","Toshiba",FALSE
5913,23,"300GB","Seagate",FALSE
5914,12,"1TB","Seagate",FALSE
5915,19,"1TB","Fujitsu",FALSE
5916,12,"600GB","Fujitsu",FALSE
5917,18,"600GB","Toshiba",FALSE
5918,14,"600GB","Seagate",FALSE
5919,18,"600GB","Fujitsu",FALSE
5920,19,"1TB","Fujitsu",FALSE
5921,19,"600GB","Hitachi",FALSE
5922,14,"600GB","Toshiba",FALSE
5923,18,"300GB","Fujitsu",FALSE
5924,14,"600GB","Toshiba",FALSE
5925,25,"1TB","Hitachi",FALSE
5926,13,"600GB","Toshiba",FALSE
5927,21,"1TB","Toshiba",FALSE
5928,17,"300GB","Fujitsu",FALSE
5929,20,"300GB","Hitachi",FALSE
5930,19,"600GB","Toshiba",FALSE
5931,12,"1TB","Fujitsu",FALSE
5932,11,"600GB","Toshiba",FALSE
5933,12,"600GB","Seagate",FALSE
5934,14,"1TB","Seagate",FALSE
5935,16,"300GB","Fujitsu",FALSE
5936,17,"1TB","Toshiba",FALSE
5937,12,"1TB","Toshiba",FALSE
5938,16,"600GB","Toshiba",FALSE
5939,14,"1TB","Seagate",FALSE
5940,18,"600GB","Hitachi",FALSE
5941,16,"1TB","Seagate",FALSE
5942,13,"1TB","Seagate",FALSE
5943,25,"300GB","Hitachi",FALSE
5944,15,"300GB","Hitachi",FALSE
5945,18,"300GB","Hitachi",FALSE
5946,17,"600GB","Fujitsu",FALSE
5947,8,"1TB","Toshiba",FALSE
5948,16,"1TB","Toshiba",FALSE
5949,9,"600GB","Fujitsu",FALSE
5950,17,"1TB","Seagate",FALSE
5951,17,"1TB","Fujitsu",FALSE
5952,15,"1TB","Seagate",FALSE
5953,12,"1TB","Hitachi",FALSE
5954,17,"1TB","Toshiba",FALSE
5955,20,"600GB","Seagate",FALSE
5956,9,"1TB","Seagate",FALSE
5957,14,"1TB","Hitachi",FALSE
5958,18,"1TB","Seagate",FALSE
5959,15,"1TB","Toshiba",FALSE
5960,21,"1TB","Seagate",FALSE
5961,15,"300GB","Toshiba",FALSE
5962,15,"1TB","Toshiba",FALSE
5963,10,"1TB","Hitachi",FALSE
5964,15,"600GB","Hitachi",FALSE
5965,21,"300GB","Toshiba",FALSE
5966,19,"300GB","Seagate",FALSE
5967,14,"600GB","Seagate",FALSE
5968,11,"600GB","Fujitsu",FALSE
5969,13,"600GB","Seagate",FALSE
5970,22,"600GB","Seagate",FALSE
5971,12,"1TB","Seagate",FALSE
5972,16,"1TB","Toshiba",FALSE
5973,19,"300GB","Hitachi",FALSE
5974,20,"300GB","Fujitsu",FALSE
5975,14,"600GB","Toshiba",FALSE
5976,12,"1TB","Toshiba",FALSE
5977,15,"1TB","Toshiba",FALSE
5978,22,"300GB","Fujitsu",FALSE
5979,14,"600GB","Fujitsu",FALSE
5980,18,"600GB","Toshiba",FALSE
5981,10,"600GB","Fujitsu",FALSE
5982,19,"600GB","Toshiba",FALSE
5983,12,"300GB","Hitachi",FALSE
5984,20,"1TB","Seagate",FALSE
5985,10,"1TB","Toshiba",FALSE
5986,17,"1TB","Hitachi",FALSE
5987,14,"600GB","Toshiba",FALSE
5988,13,"600GB","Fujitsu",FALSE
5989,16,"300GB","Hitachi",FALSE
5990,22,"1TB","Toshiba",FALSE
5991,21,"1TB","Hitachi",FALSE
5992,19,"1TB","Hitachi",FALSE
5993,17,"300GB","Hitachi",FALSE
5994,13,"1TB","Toshiba",FALSE
5995,14,"600GB","Toshiba",FALSE
5996,22,"600GB","Fujitsu",FALSE
5997,18,"600GB","Toshiba",FALSE
5998,9,"600GB","Fujitsu",FALSE
5999,21,"300GB","Seagate",FALSE
6000,14,"600GB","Fujitsu",FALSE
6001,18,"600GB","Fujitsu",FALSE
6002,13,"600GB","Hitachi",FALSE
6003,16,"300GB","Fujitsu",FALSE
6004,24,"600GB","Fujitsu",FALSE
6005,13,"600GB","Toshiba",FALSE
6006,16,"1TB","Hitachi",FALSE
6007,17,"1TB","Toshiba",FALSE
6008,15,"600GB","Hitachi",FALSE
6009,17,"1TB","Fujitsu",FALSE
6010,15,"300GB","Toshiba",FALSE
6011,16,"300GB","Seagate",FALSE
6012,7,"1TB","Toshiba",FALSE
6013,18,"1TB","Hitachi",FALSE
6014,15,"300GB","Hitachi",FALSE
6015,12,"1TB","Hitachi",FALSE
6016,10,"600GB","Seagate",FALSE
6017,14,"600GB","Fujitsu",FALSE
6018,12,"300GB","Seagate",FALSE
6019,15,"1TB","Seagate",FALSE
6020,17,"1TB","Toshiba",FALSE
6021,15,"600GB","Hitachi",FALSE
6022,12,"600GB","Fujitsu",FALSE
6023,17,"1TB","Seagate",FALSE
6024,19,"1TB","Seagate",FALSE
6025,12,"300GB","Hitachi",FALSE
6026,17,"300GB","Seagate",FALSE
6027,16,"1TB","Hitachi",FALSE
6028,10,"1TB","Toshiba",FALSE
6029,17,"300GB","Seagate",FALSE
6030,13,"600GB","Toshiba",FALSE
6031,14,"300GB","Fujitsu",FALSE
6032,13,"1TB","Toshiba",FALSE
6033,18,"600GB","Seagate",FALSE
6034,18,"1TB","Seagate",FALSE
6035,22,"1TB","Hitachi",FALSE
6036,19,"300GB","Fujitsu",FALSE
6037,16,"600GB","Seagate",FALSE
6038,11,"600GB","Seagate",FALSE
6039,19,"1TB","Seagate",FALSE
6040,15,"300GB","Seagate",FALSE
6041,15,"600GB","Toshiba",FALSE
6042,15,"600GB","Fujitsu",FALSE
6043,12,"600GB","Seagate",FALSE
6044,12,"300GB","Seagate",FALSE
6045,12,"300GB","Toshiba",FALSE
6046,17,"300GB","Hitachi",FALSE
6047,22,"300GB","Seagate",FALSE
6048,18,"1TB","Toshiba",FALSE
6049,14,"1TB","Hitachi",FALSE
6050,14,"1TB","Toshiba",FALSE
6051,21,"1TB","Toshiba",FALSE
6052,19,"1TB","Toshiba",FALSE
6053,13,"600GB","Seagate",FALSE
6054,21,"600GB","Seagate",FALSE
6055,23,"600GB","Hitachi",FALSE
6056,14,"1TB","Toshiba",FALSE
6057,14,"1TB","Toshiba",FALSE
6058,16,"600GB","Fujitsu",FALSE
6059,14,"1TB","Toshiba",FALSE
6060,16,"600GB","Hitachi",FALSE
6061,17,"1TB","Seagate",FALSE
6062,20,"600GB","Seagate",FALSE
6063,17,"1TB","Toshiba",FALSE
6064,21,"600GB","Hitachi",FALSE
6065,17,"1TB","Hitachi",FALSE
6066,22,"1TB","Seagate",FALSE
6067,16,"1TB","Toshiba",FALSE
6068,14,"600GB","Fujitsu",FALSE
6069,13,"1TB","Fujitsu",FALSE
6070,14,"1TB","Fujitsu",FALSE
6071,18,"600GB","Hitachi",FALSE
6072,21,"300GB","Seagate",FALSE
6073,15,"600GB","Seagate",FALSE
6074,10,"300GB","Seagate",FALSE
6075,21,"600GB","Seagate",FALSE
6076,12,"1TB","Fujitsu",FALSE
6077,18,"600GB","Toshiba",FALSE
6078,18,"1TB","Hitachi",FALSE
6079,18,"300GB","Fujitsu",FALSE
6080,25,"300GB","Hitachi",FALSE
6081,15,"600GB","Toshiba",FALSE
6082,17,"1TB","Hitachi",FALSE
6083,14,"1TB","Hitachi",FALSE
6084,16,"1TB","Seagate",FALSE
6085,10,"1TB","Toshiba",FALSE
6086,12,"600GB","Fujitsu",FALSE
6087,18,"600GB","Toshiba",FALSE
6088,12,"600GB","Hitachi",FALSE
6089,7,"1TB","Seagate",FALSE
6090,19,"300GB","Hitachi",FALSE
6091,18,"300GB","Fujitsu",FALSE
6092,21,"1TB","Hitachi",FALSE
6093,20,"600GB","Seagate",FALSE
6094,21,"600GB","Seagate",FALSE
6095,15,"1TB","Toshiba",FALSE
6096,28,"300GB","Toshiba",FALSE
6097,19,"300GB","Toshiba",FALSE
6098,17,"1TB","Seagate",FALSE
6099,15,"1TB","Fujitsu",FALSE
6100,23,"600GB","Fujitsu",FALSE
6101,11,"1TB","Toshiba",FALSE
6102,14,"1TB","Seagate",FALSE
6103,9,"1TB","Fujitsu",FALSE
6104,13,"600GB","Fujitsu",FALSE
6105,8,"300GB","Toshiba",FALSE
6106,16,"600GB","Fujitsu",FALSE
6107,22,"600GB","Toshiba",FALSE
6108,17,"600GB","Fujitsu",FALSE
6109,18,"1TB","Fujitsu",FALSE
6110,18,"1TB","Seagate",FALSE
6111,14,"1TB","Toshiba",FALSE
6112,16,"1TB","Hitachi",FALSE
6113,17,"300GB","Fujitsu",FALSE
6114,7,"1TB","Fujitsu",FALSE
6115,17,"600GB","Seagate",FALSE
6116,19,"600GB","Seagate",FALSE
6117,14,"600GB","Fujitsu",FALSE
6118,11,"600GB","Seagate",FALSE
6119,22,"600GB","Seagate",FALSE
6120,14,"1TB","Seagate",FALSE
6121,15,"300GB","Fujitsu",FALSE
6122,17,"600GB","Toshiba",FALSE
6123,18,"300GB","Seagate",FALSE
6124,12,"300GB","Hitachi",FALSE
6125,19,"300GB","Fujitsu",FALSE
6126,15,"300GB","Seagate",FALSE
6127,18,"1TB","Seagate",FALSE
6128,14,"1TB","Hitachi",FALSE
6129,7,"600GB","Toshiba",FALSE
6130,21,"1TB","Fujitsu",FALSE
6131,26,"1TB","Toshiba",FALSE
6132,24,"600GB","Hitachi",FALSE
6133,21,"1TB","Hitachi",FALSE
6134,15,"300GB","Seagate",FALSE
6135,17,"600GB","Toshiba",FALSE
6136,19,"600GB","Hitachi",FALSE
6137,15,"1TB","Seagate",FALSE
6138,15,"600GB","Toshiba",FALSE
6139,19,"300GB","Toshiba",FALSE
6140,18,"1TB","Fujitsu",FALSE
6141,13,"300GB","Toshiba",FALSE
6142,20,"1TB","Seagate",FALSE
6143,14,"300GB","Seagate",FALSE
6144,25,"1TB","Hitachi",FALSE
6145,12,"1TB","Fujitsu",FALSE
6146,19,"600GB","Fujitsu",FALSE
6147,20,"1TB","Toshiba",FALSE
6148,18,"1TB","Hitachi",FALSE
6149,21,"600GB","Hitachi",FALSE
6150,11,"600GB","Seagate",FALSE
6151,22,"600GB","Hitachi",FALSE
6152,12,"300GB","Toshiba",FALSE
6153,14,"600GB","Hitachi",FALSE
6154,19,"600GB","Hitachi",FALSE
6155,17,"300GB","Toshiba",FALSE
6156,20,"600GB","Toshiba",FALSE
6157,14,"300GB","Toshiba",FALSE
6158,16,"300GB","Toshiba",FALSE
6159,22,"300GB","Fujitsu",FALSE
6160,17,"1TB","Seagate",FALSE
6161,19,"1TB","Hitachi",FALSE
6162,11,"600GB","Seagate",FALSE
6163,9,"600GB","Hitachi",FALSE
6164,14,"300GB","Toshiba",FALSE
6165,18,"600GB","Toshiba",FALSE
6166,18,"300GB","Toshiba",FALSE
6167,21,"600GB","Hitachi",FALSE
6168,17,"600GB","Seagate",FALSE
6169,17,"600GB","Hitachi",FALSE
6170,19,"1TB","Toshiba",FALSE
6171,18,"1TB","Seagate",FALSE
6172,18,"600GB","Seagate",FALSE
6173,9,"600GB","Hitachi",FALSE
6174,18,"300GB","Toshiba",FALSE
6175,8,"300GB","Seagate",FALSE
6176,16,"300GB","Fujitsu",FALSE
6177,16,"600GB","Seagate",FALSE
6178,26,"1TB","Toshiba",FALSE
6179,20,"300GB","Toshiba",FALSE
6180,11,"1TB","Toshiba",FALSE
6181,10,"1TB","Toshiba",FALSE
6182,13,"1TB","Hitachi",FALSE
6183,19,"300GB","Seagate",FALSE
6184,11,"1TB","Toshiba",FALSE
6185,16,"1TB","Hitachi",FALSE
6186,13,"600GB","Hitachi",FALSE
6187,15,"300GB","Hitachi",FALSE
6188,10,"300GB","Hitachi",FALSE
6189,11,"600GB","Hitachi",FALSE
6190,22,"600GB","Hitachi",FALSE
6191,15,"1TB","Fujitsu",FALSE
6192,17,"1TB","Fujitsu",FALSE
6193,25,"1TB","Fujitsu",FALSE
6194,17,"1TB","Fujitsu",FALSE
6195,14,"1TB","Seagate",FALSE
6196,13,"600GB","Hitachi",FALSE
6197,16,"1TB","Fujitsu",FALSE
6198,16,"1TB","Toshiba",FALSE
6199,11,"1TB","Seagate",FALSE
6200,17,"300GB","Toshiba",FALSE
6201,21,"1TB","Seagate",FALSE
6202,15,"300GB","Toshiba",FALSE
6203,15,"1TB","Toshiba",FALSE
6204,15,"600GB","Toshiba",FALSE
